1;2760.00;10.43;1563.00;big
1;2791.00;10.10;1571.00;big
2;2734.00;11.30;1576.00;big
2;2763.00;11.38;1612.00;big
3;2735.00;11.82;1657.00;big
3;2720.00;13.20;1692.00;big
4;2663.00;10.05;1586.00;big
4;2684.00;9.98;1614.00;big
5;2900.00;9.60;1570.00;big
5;2882.00;9.73;1537.00;big
6;2945.00;9.70;1573.00;big
6;2967.00;9.70;1632.00;big
7;2929.00;10.90;1520.00;big
7;2975.00;11.25;1493.00;big
8;3002.00;9.80;1563.00;big
8;3048.00;9.80;1564.00;big
9;3137.00;9.50;1742.00;big
9;3099.00;9.98;1685.00;big
10;3039.00;9.85;1695.00;big
10;3047.00;11.40;1793.00;big
11;2971.00;12.70;1794.00;big
11;2932.00;14.13;1735.00;big
12;3330.00;11.05;1927.00;big
12;3228.00;10.70;1924.00;big
13;3259.00;9.73;1794.00;big
13;3184.00;9.50;1779.00;big
14;3911.00;9.88;1599.00;big
14;3795.00;10.30;1626.00;big
15;4540.00;13.78;1297.00;big
15;4631.00;11.28;1270.00;big
16;2821.00;9.50;1650.00;big
16;2800.00;9.50;1783.00;big
17;3426.00;10.10;672.00;big
17;3453.00;12.48;812.00;big
18;2836.00;9.50;1555.00;big
18;2754.00;9.50;1518.00;big
19;2896.00;10.43;1482.00;big
19;2850.00;9.80;1496.00;big
20;2826.00;10.00;1407.00;big
20;2887.00;9.73;1414.00;big
21;2959.00;14.43;1445.00;big
21;3034.00;13.90;1469.00;big
22;3041.00;11.75;1519.00;big
22;3101.00;12.53;1496.00;big
23;2991.00;11.10;1388.00;big
23;2938.00;10.57;1418.00;big
24;3127.00;11.38;1375.00;big
24;3067.00;10.93;1417.00;big
25;3224.00;9.75;1347.00;big
25;3152.00;10.45;1312.00;big
26;3199.00;10.25;1387.00;big
26;3240.00;9.90;1450.00;big
27;3096.00;9.80;1457.00;big
27;3170.00;15.30;1452.00;big
28;3365.00;10.00;1174.00;big
28;3482.00;9.80;1213.00;big
29;3029.00;9.50;1248.00;big
29;3121.00;9.50;1237.00;big
30;3359.00;9.50;1389.00;big
30;3260.00;9.50;1382.00;big
31;4025.00;10.57;831.00;big
31;4044.00;10.13;936.00;big
32;1245.00;9.50;119.00;big
32;1155.00;9.50;410.00;big
33;633.00;9.50;1954.00;big
33;376.00;9.95;1930.00;big
34;1544.00;9.70;1006.00;big
34;1458.00;9.50;1066.00;big
35;1752.00;12.75;202.00;big
35;1865.00;9.70;372.00;big
36;2138.00;14.23;1954.00;big
36;2024.00;11.30;1989.00;big
37;3171.00;10.40;1644.00;big
37;3214.00;10.30;1689.00;big
38;3114.00;9.80;1586.00;big
38;3123.00;10.82;1529.00;big
39;3200.00;9.88;1586.00;big
39;3190.00;10.60;1521.00;big
40;3590.00;10.40;1678.00;big
40;3440.00;10.55;1713.00;big
41;2807.00;11.32;1343.00;big
41;2772.00;14.00;1357.00;big
42;2735.00;9.50;1437.00;big
42;2670.00;9.50;1407.00;big
43;2643.00;9.50;1526.00;big
43;2610.00;9.50;1665.00;big
44;2294.00;9.50;1931.00;big
44;2414.00;9.50;1852.00;big
45;2877.00;9.50;1939.00;big
45;2650.00;9.50;1933.00;big
46;3186.00;9.50;2023.00;big
46;3464.00;9.50;1939.00;big
47;2588.00;9.50;1347.00;big
47;2532.00;9.50;1241.00;big
48;2527.00;9.50;1047.00;big
48;2616.00;9.50;1172.00;big
49;2307.00;9.50;1671.00;big
49;2431.00;9.50;1506.00;big
50;2078.00;9.50;1765.00;big
50;1867.00;9.50;1978.00;big
51;2321.00;9.50;1332.00;big
51;2191.00;9.50;1473.00;big
52;1363.00;9.50;1299.00;big
52;1330.00;9.50;1194.00;big
53;1606.00;9.50;1175.00;big
53;1848.00;9.50;1095.00;big
54;1778.00;9.50;1570.00;big
54;1701.00;9.50;1492.00;big
55;1875.00;9.50;1693.00;big
55;1868.00;9.50;1583.00;big
56;2089.00;9.50;1303.00;big
56;2034.00;9.50;1461.00;big
57;1804.00;9.50;1309.00;big
57;1863.00;9.50;1433.00;big
58;2265.00;9.50;1153.00;big
58;2355.00;9.50;1038.00;big
59;2001.00;9.50;1114.00;big
59;2087.00;9.50;952.00;big
60;3782.00;9.50;509.00;big
60;3854.00;9.50;724.00;big
61;2491.00;9.50;826.00;big
61;2296.00;9.50;872.00;big
62;2874.00;9.50;404.00;big
62;2696.00;9.50;581.00;big
63;1844.00;9.50;81.00;big
63;1619.00;9.50;96.00;big
64;2025.00;9.50;104.00;big
64;2338.00;9.50;117.00;big
65;3300.00;9.50;58.00;big
65;3028.00;9.50;119.00;big
66;2210.00;9.50;377.00;big
66;2433.00;9.50;538.00;big
67;2853.00;9.50;100.00;big
67;2649.00;9.50;149.00;big
68;2874.00;9.50;1316.00;big
68;2795.00;9.50;1263.00;big
69;3317.00;11.05;1229.00;big
69;3228.00;9.50;1207.00;big
70;3599.00;9.50;1431.00;big
70;3618.00;9.50;1344.00;big
71;4264.00;9.50;570.00;big
71;4072.00;9.50;529.00;big
72;4348.00;9.50;738.00;big
72;4474.00;9.50;653.00;big
73;4410.00;9.50;754.00;big
73;4412.00;9.50;798.00;big
74;4117.00;9.50;288.00;big
74;4184.00;9.50;93.00;big
75;4532.00;9.50;768.00;big
75;4634.00;9.50;919.00;big
76;4690.00;13.30;1041.00;big
76;4818.00;9.50;1117.00;big
77;4725.00;9.50;1289.00;big
77;4712.00;9.50;1191.00;big
78;4879.00;9.50;937.00;big
78;4871.00;9.50;789.00;big
79;5006.00;9.50;1471.00;big
79;4908.00;9.50;1320.00;big
80;4703.00;9.50;711.00;big
80;4689.00;9.50;798.00;big
81;5236.00;9.50;355.00;big
81;5096.00;9.50;419.00;big
82;4995.00;9.50;482.00;big
82;4959.00;9.50;401.00;big
83;5421.00;9.50;360.00;big
83;5280.00;9.50;520.00;big
84;5019.00;9.50;739.00;big
84;5173.00;10.25;600.00;big
85;3870.00;9.50;200.00;big
85;3617.00;9.50;169.00;big
86;5251.00;9.50;123.00;big
86;5519.00;9.50;154.00;big
87;5096.00;9.50;1464.00;big
87;5132.00;9.50;1655.00;big
88;116.00;9.50;1877.00;big
88;5500.00;9.50;1730.00;big
89;829.00;9.50;1528.00;big
89;901.00;9.50;1366.00;big
90;4942.00;9.50;1182.00;big
90;5058.00;9.50;1292.00;big
91;4824.00;9.50;499.00;big
91;4883.00;9.50;543.00;big
92;4634.00;9.50;393.00;big
92;4734.00;9.50;449.00;big
93;4795.00;9.50;641.00;big
93;4677.00;14.18;606.00;big
94;5127.00;9.50;921.00;big
94;5024.00;10.50;1059.00;big
95;5475.00;9.50;1177.00;big
95;48.00;9.50;1185.00;big
96;5448.00;9.50;1500.00;big
96;11.00;9.50;1526.00;big
97;78.00;9.50;670.00;big
97;5452.00;10.38;746.00;big
98;4945.00;9.50;79.00;big
98;4744.00;9.50;68.00;big
99;4485.00;9.50;132.00;big
99;4461.00;9.50;416.00;big
100;3366.00;9.50;1062.00;big
100;3535.00;9.50;845.00;big
101;4253.00;9.50;852.00;big
101;4106.00;9.50;810.00;big
102;3599.00;9.50;696.00;big
102;3499.00;9.50;516.00;big
103;3381.00;9.50;244.00;big
103;3457.00;9.50;353.00;big
104;3849.00;9.50;963.00;big
104;3735.00;9.50;882.00;big
105;272.00;9.50;1162.00;big
105;432.00;9.50;1007.00;big
106;1054.00;9.50;1241.00;big
106;1284.00;9.50;1091.00;big
107;1515.00;9.50;919.00;big
107;1439.00;9.50;995.00;big
108;1564.00;9.50;261.00;big
108;1610.00;9.50;494.00;big
109;1450.00;9.50;782.00;big
109;1507.00;9.50;643.00;big
110;1173.00;9.50;690.00;big
110;1198.00;9.50;914.00;big
111;892.00;9.50;1047.00;big
111;688.00;9.50;1135.00;big
112;672.00;9.50;120.00;big
112;268.00;9.50;147.00;big
113;824.00;9.50;457.00;big
113;665.00;9.50;333.00;big
114;342.00;9.50;1730.00;big
114;642.00;9.50;1686.00;big
115;578.00;9.50;1448.00;big
115;748.00;9.50;1471.00;big
116;3571.00;14.32;1235.00;big
116;3702.00;12.07;1185.00;big
117;1586.00;11.43;1523.00;big
117;1508.00;10.40;1405.00;big
118;907.00;12.75;1633.00;big
118;938.00;9.73;1477.00;big
119;1292.00;10.00;1409.00;big
